Distriktkod;Distriktnamn; Arbetarepartiet-Socialdemokraterna; Sverigedemokraterna; Moderaterna; Vänsterpartiet; Centerpartiet; Kristdemokraterna; Miljöpartiet de gröna
18-80-0113;Ladugårdsängen västra;34,09%;14,08%;18,71%;7,16%;7,16%;4,07%;7,08%
18-80-0114;Ladugårdsängen östra;30,14%;16,90%;20,94%;8,64%;6,10%;4,88%;5,73%
18-80-0115;Grönpepparparken;31,61%;12,29%;25,56%;7,66%;7,12%;6,14%;4,01%
18-80-0116;Sörbyängen norra;33,26%;14,20%;17,72%;8,81%;5,80%;4,66%;6,53%
18-80-0200;Uppsamlingsdistrikt;27,10%;14,99%;19,05%;10,39%;7,84%;4,13%;6,74%
18-80-0216;Bettorp;30,51%;14,92%;22,98%;6,72%;6,59%;6,85%;3,36%
18-80-0217;Olaus Petri;41,67%;21,67%;8,72%;9,62%;3,72%;5,26%;3,46%
18-80-0218;Åkullen;36,94%;17,01%;14,52%;9,75%;5,85%;4,44%;4,55%
18-80-0219;Längbrotorg;30,58%;19,53%;12,61%;11,05%;7,59%;4,46%;7,70%
18-80-0220;Hagaby-Ringstorp;33,56%;16,63%;20,94%;4,11%;6,65%;5,38%;4,21%
18-80-0221;Norrby;36,84%;17,92%;11,28%;11,40%;5,76%;4,26%;4,14%
18-80-0222;Bromsplan;29,28%;18,51%;15,39%;12,16%;8,29%;3,55%;6,67%
18-80-0223;Svampen;32,51%;15,43%;16,36%;11,21%;6,28%;4,94%;6,69%
18-80-0224;Rynningeåsen;34,97%;11,72%;18,44%;6,36%;8,63%;4,18%;9,90%
18-80-0225;Rynninge;34,26%;11,42%;20,05%;2,70%;10,16%;4,41%;7,64%
18-80-0226;Tegnér;32,52%;15,85%;17,21%;8,61%;7,79%;3,17%;7,25%
18-80-0227;Sofia;31,74%;15,09%;19,76%;7,31%;5,87%;5,15%;5,51%
18-80-0228;Vasastan norra;33,44%;19,98%;12,51%;13,46%;4,84%;3,26%;4,84%
18-80-0229;Vasastan mellersta;36,18%;19,92%;14,63%;10,47%;4,88%;3,86%;3,86%
18-80-0230;Vasastan södra;32,13%;19,20%;15,11%;10,65%;6,37%;5,04%;4,85%
18-80-0231;Centralstationen;33,24%;14,02%;18,35%;8,36%;6,63%;5,00%;4,32%
18-80-0232;Universitetssjukhuset;30,91%;15,15%;17,71%;8,09%;6,86%;4,81%;6,45%
18-80-0233;Slottet;29,29%;15,56%;21,69%;8,95%;6,99%;4,04%;4,78%
18-80-0339;Heden;31,30%;18,42%;12,33%;5,54%;4,85%;18,28%;2,63%
18-80-0340;Mellringe;26,30%;24,24%;17,10%;6,06%;7,58%;8,33%;4,76%
18-80-0341;Björkhaga;42,02%;15,10%;13,89%;5,26%;5,18%;5,87%;5,35%
18-80-0342;Varberga västra;39,45%;10,55%;6,17%;18,02%;3,41%;12,66%;2,60%
18-80-0343;Varberga östra;37,05%;16,21%;9,68%;15,16%;3,58%;8,42%;1,05%
18-80-0344;Karlslund;40,50%;15,53%;15,42%;3,88%;4,93%;9,02%;3,67%
18-80-0345;Oxhagen;41,47%;13,08%;7,22%;20,05%;3,24%;3,86%;2,74%
18-80-0346;Solhaga;50,50%;15,01%;11,20%;6,16%;4,26%;4,03%;4,26%
18-80-0347;Västhaga;42,70%;21,67%;11,37%;8,15%;2,36%;5,26%;2,79%
18-80-0348;Rosta västra;34,58%;20,98%;9,64%;13,49%;5,67%;4,42%;5,78%
18-80-0349;Rosta östra;37,98%;17,40%;14,04%;10,58%;4,52%;4,62%;5,48%
18-80-0350;Hagastrand;32,44%;17,18%;16,54%;10,05%;6,62%;5,34%;5,85%
18-80-0479;Österplan;28,01%;10,53%;23,38%;7,18%;8,45%;4,75%;6,48%
18-80-0480;Sörby norra;29,98%;12,47%;21,73%;5,63%;8,85%;4,23%;6,54%
18-80-0481;Sörby södra;34,18%;12,76%;18,60%;4,97%;7,50%;3,51%;7,11%
18-80-0482;Tybble;41,51%;24,01%;7,41%;9,96%;2,94%;5,49%;2,81%
18-80-0483;Ekeby Almby;27,67%;15,26%;28,42%;2,78%;7,59%;5,19%;4,89%
18-80-0484;Almby;33,78%;12,24%;17,87%;4,90%;9,30%;4,65%;8,20%
18-80-0485;Brickeberg;30,36%;10,72%;15,50%;7,32%;8,70%;10,19%;8,49%
18-80-0486;Brickebacken norra;36,84%;18,91%;7,57%;14,80%;3,62%;5,59%;5,10%
18-80-0487;Brickebacken södra;40,90%;19,56%;7,52%;13,13%;4,79%;6,43%;3,69%
18-80-0488;Sörbyängen södra;34,15%;15,05%;17,08%;8,43%;6,94%;4,16%;7,68%
18-80-0489;Näsby;34,55%;10,15%;20,30%;4,99%;9,08%;3,29%;8,19%
18-80-0490;Tybblelund;29,28%;9,73%;23,52%;5,19%;10,79%;5,11%;7,22%
18-80-0491;Universitetet;27,58%;8,01%;19,57%;15,30%;10,32%;4,18%;7,21%
18-80-0492;Ormesta;30,40%;13,26%;25,12%;4,58%;7,04%;5,16%;7,39%
18-80-0501;Marieberg;30,07%;19,75%;25,84%;3,44%;6,35%;5,64%;2,56%
18-80-0502;Mosås;26,27%;20,89%;25,24%;3,64%;7,52%;6,09%;4,35%
18-80-0701;Vintrosa;27,29%;27,85%;14,60%;5,03%;6,95%;7,30%;5,53%
18-80-0801;Tysslinge-Garphyttan;34,32%;24,36%;13,99%;5,43%;6,17%;4,20%;6,75%
18-80-0802;Tysslinge-Latorp;32,17%;18,43%;17,23%;3,82%;9,60%;4,91%;7,74%
18-80-1001;Kil;23,56%;27,56%;16,22%;5,11%;10,00%;7,78%;4,67%
18-80-1101;Ervalla;24,56%;28,72%;15,84%;3,89%;11,41%;5,50%;3,36%
18-80-1201;Axberg;27,93%;24,58%;16,81%;3,51%;8,19%;5,52%;5,69%
18-80-1301;Hovsta västra;33,16%;13,22%;21,07%;4,03%;10,02%;6,20%;6,20%
18-80-1302;Lillån västra;32,77%;17,19%;21,58%;5,19%;6,00%;6,36%;4,39%
18-80-1303;Lillån östra;29,92%;15,63%;23,17%;3,81%;7,62%;4,84%;6,03%
18-80-1304;Hovsta östra;36,78%;16,02%;19,60%;4,85%;6,95%;5,37%;4,32%
18-80-1401;Lännäs-Vinön;26,86%;28,29%;15,14%;5,14%;6,29%;10,00%;3,86%
18-80-1501;Kilsmo-Brevens Bruk;26,67%;34,38%;12,08%;6,04%;5,42%;7,92%;2,29%
18-80-1502;Asker;21,06%;35,66%;16,09%;2,49%;10,28%;7,96%;2,65%
18-80-1503;Odensbacken;28,51%;32,13%;13,06%;3,53%;5,38%;10,94%;2,47%
18-80-1601;Stora Mellösa;30,47%;24,56%;15,52%;3,86%;7,73%;7,87%;4,23%
18-80-1701;Norrbyås;25,87%;21,77%;20,33%;4,52%;9,03%;8,42%;5,75%
18-80-1801;Gällersta;26,34%;26,50%;18,97%;3,15%;7,99%;6,22%;3,76%
18-80-2601;Rinkaby;23,42%;24,03%;16,50%;4,28%;13,03%;3,87%;6,72%
18-80-2701;Glanshammar-Ödeby;25,65%;23,85%;20,55%;3,59%;10,34%;5,17%;4,81%
18-80-2901;Lillkyrka;27,94%;19,77%;21,57%;3,76%;12,25%;4,58%;3,59%
18-80-3060;Lundby norra;41,36%;12,73%;15,57%;6,70%;6,02%;6,70%;4,32%
18-80-3061;Lundby södra;34,93%;17,40%;16,79%;5,39%;5,27%;9,56%;5,76%
18-80-3062;Vivalla västra;44,80%;5,40%;6,80%;16,60%;4,60%;3,00%;1,80%
18-80-3063;Vivalla norra;47,54%;8,46%;4,31%;12,92%;5,08%;2,62%;2,15%
18-80-3064;Vivalla östra;45,38%;6,00%;2,38%;17,50%;5,63%;3,00%;2,25%
18-80-3066;Nyponlunden;26,71%;12,20%;20,61%;5,73%;6,83%;18,29%;3,54%
18-80-3067;Nya Hjärsta;32,13%;13,91%;14,59%;6,17%;7,84%;12,83%;4,51%
18-80-3068;Baronbackarna;43,26%;14,66%;5,32%;17,61%;3,78%;2,84%;4,73%
18-80-3070;Gamla Hjärsta;33,87%;13,05%;14,89%;6,69%;7,12%;8,31%;8,41%
18-80-3071;Mikael;30,17%;15,58%;16,46%;6,19%;10,61%;3,65%;7,62%
18-80-3072;Karla;35,82%;18,23%;13,22%;11,76%;5,93%;4,56%;4,56%
18-80-3073;Trängen;40,71%;16,24%;12,71%;9,29%;6,12%;4,35%;4,82%
18-80-3074;Markbacken;42,09%;16,21%;6,52%;13,83%;4,94%;5,73%;5,14%
18-80-3189;Brunnsgärdet;36,83%;13,41%;19,92%;2,54%;7,38%;6,27%;3,89%
18-80-3190;Nasta;30,59%;16,55%;21,38%;3,94%;7,60%;6,08%;4,74%
18-80-3191;Lindhult;27,29%;17,15%;27,47%;3,68%;7,00%;6,64%;3,14%
18-80-3192;Adolfsberg västra;27,87%;13,40%;29,61%;1,82%;7,86%;5,62%;3,80%
18-80-3193;Adolfsberg östra;32,15%;14,62%;22,49%;3,66%;7,31%;4,78%;5,25%
Östergötlands län;Dummy;30,55%;21,20%;19,83%;5,62%;6,48%;5,97%;4,63%
Boxholm;Dummy;35,93%;26,65%;14,88%;4,11%;5,92%;6,03%;2,61%
05-60-0000;Uppsamlingsdistrikt;27,36%;23,58%;20,75%;5,66%;5,66%;4,72%;5,66%
05-60-0201;Boxholm Östra-Malexander-Blåvik;40,66%;24,40%;13,78%;3,69%;5,27%;5,72%;2,26%
05-60-0202;Boxholm Västra m fl;39,39%;29,11%;14,19%;4,42%;3,48%;4,13%;1,81%
05-60-0401;Strålsnäs-Åsbo-Ekeby-Rinna;25,05%;26,55%;16,81%;4,07%;10,49%;9,42%;3,96%
Finspång;Dummy;35,47%;26,12%;15,21%;5,37%;4,81%;5,53%;2,86%
05-62-0000;Uppsamlingsdistrikt;26,46%;23,74%;16,73%;8,95%;4,67%;5,45%;4,67%
05-62-0101;Centrum;39,97%;24,34%;11,85%;7,69%;4,41%;4,04%;2,27%
05-62-0102;Bergska;39,44%;21,88%;14,89%;5,34%;4,71%;5,34%;3,31%
05-62-0103;Svälthagen;38,14%;25,20%;16,46%;5,22%;2,95%;4,20%;2,50%
05-62-0105;Viggestorp;33,07%;24,75%;19,14%;3,01%;6,41%;5,61%;3,51%
05-62-0106;Östermalm;39,03%;24,31%;14,43%;6,36%;4,65%;4,46%;2,37%
05-62-0108;Storängen;41,46%;26,77%;11,35%;5,83%;3,23%;5,31%;2,19%
05-62-0109;Grosvad;40,12%;27,15%;11,78%;7,58%;2,99%;3,59%;2,79%
05-62-0110;Lotorp;28,53%;29,72%;18,36%;3,70%;5,81%;4,89%;3,96%
05-62-0111;Hårstorp Södra;36,75%;23,27%;16,36%;5,76%;5,30%;4,03%;2,76%
05-62-0112;Hårstorp Norra;39,40%;20,40%;17,50%;5,60%;4,80%;5,40%;2,60%
05-62-0113;Nyhem;40,62%;24,13%;14,93%;5,97%;4,18%;4,78%;1,67%
05-62-0201;Grytgöl;30,55%;28,46%;14,88%;4,44%;6,01%;7,83%;2,35%
05-62-0202;Hällestad;36,49%;26,28%;14,71%;4,20%;6,76%;5,86%;2,70%
05-62-0203;Ljusfallshammar;30,46%;29,23%;14,77%;4,31%;5,23%;9,23%;1,85%
05-62-0204;Sonstorp;27,80%;30,24%;15,28%;4,23%;4,72%;11,38%;2,28%
05-62-0301;Regna;22,73%;36,11%;13,64%;4,80%;5,81%;7,83%;3,79%
05-62-0401;Hagaryd;25,60%;28,80%;17,33%;5,33%;5,87%;6,13%;6,13%
05-62-0402;Rejmyre;32,52%;33,53%;13,96%;4,75%;4,03%;5,18%;1,73%
05-62-0403;Brenäs;23,30%;26,70%;18,75%;2,84%;8,24%;9,66%;6,53%
Kinda;Dummy;29,68%;25,26%;16,47%;3,92%;7,98%;8,17%;4,49%
05-13-0000;Uppsamlingsdistrikt;22,56%;22,18%;15,41%;6,02%;11,28%;9,77%;7,14%
05-13-0201;Kisa samhälle;36,39%;27,70%;16,24%;4,01%;4,58%;6,11%;2,10%
05-13-0202;Kisa västra;32,94%;30,65%;13,79%;4,76%;4,96%;6,94%;2,98%
05-13-0203;Kisa sydöstra;30,31%;26,00%;16,16%;3,06%;9,08%;9,75%;3,35%
05-13-0401;Horn-Hycklinge-Björkfors;23,22%;29,95%;14,63%;2,73%;11,12%;9,85%;2,34%
05-13-0901;Rimforsa S;28,71%;20,29%;19,97%;3,77%;8,58%;7,62%;6,01%
05-13-0902;Rimforsa N;28,62%;19,49%;17,38%;4,65%;8,52%;8,43%;8,69%
Linköping;Dummy;30,11%;15,89%;20,91%;5,96%;8,07%;5,34%;6,33%
05-80-0100;Uppsamlingsdistrikt;28,59%;10,91%;20,48%;10,50%;8,42%;4,47%;6,24%
05-80-0101;Domkyrko 1 (Nedre Vasastaden V);27,61%;15,88%;22,75%;5,51%;8,70%;4,63%;6,23%
05-80-0102;Domkyrko 2 (Hunneberg);29,71%;14,30%;19,52%;7,19%;7,28%;5,74%;7,96%
05-80-0103;Domkyrko 3 (Övre Vasastaden Ö);26,37%;15,02%;24,28%;6,17%;9,15%;5,27%;5,17%
05-80-0104;Domkyrko 4 (Övre Vasastaden V);35,15%;20,82%;14,02%;9,94%;5,02%;4,92%;4,60%
05-80-0105;Domkyrko 5 (Nedre Vasastaden Ö);24,56%;15,07%;28,05%;5,40%;9,06%;4,44%;5,40%
05-80-0106;Domkyrko 6 (Kanberget mfl);27,19%;11,70%;23,41%;5,08%;10,50%;5,68%;7,31%
05-80-0107;Domkyrko 7 (Innerstaden S);27,28%;12,56%;25,36%;5,84%;8,00%;5,44%;6,72%
05-80-0108;Domkyrko 8 (Ekkällan-Stolplyckan);34,54%;13,56%;14,24%;10,63%;7,02%;3,90%;10,73%
05-80-0109;Domkyrko 9 (Gottfridsberg NO);30,43%;17,16%;16,21%;11,47%;7,87%;4,08%;6,16%
05-80-0110;Domkyrko 10 (Gottfridsberg SO);25,10%;11,67%;21,98%;9,58%;8,75%;5,31%;8,96%
05-80-0111;Domkyrko 11 (Fridhem);23,81%;7,85%;22,01%;4,63%;13,90%;3,09%;14,16%
05-80-0112;Domkyrko 12 (Barhäll-Tornhagen);30,79%;12,09%;20,84%;6,26%;8,75%;4,46%;8,49%
05-80-0113;Domkyrko 13 (Åbylund);35,23%;15,25%;17,18%;7,05%;6,76%;3,67%;8,01%
05-80-0114;Domkyrko 14 (Valla);25,72%;8,94%;21,48%;3,79%;13,00%;5,23%;11,64%
05-80-0115;Domkyrko 15 (T1 N);29,05%;10,01%;18,06%;7,83%;10,66%;3,37%;10,12%
05-80-0116;Domkyrko 16 (T1 S);29,76%;10,52%;18,10%;9,19%;8,63%;4,08%;11,94%
05-80-0117;Domkyrko 17 (Innerstaden N);27,85%;18,00%;23,45%;6,35%;5,86%;5,13%;6,35%
05-80-0118;Domkyrko 18 (Övre Vasastaden N);24,78%;13,32%;27,86%;4,71%;9,99%;5,12%;5,04%
05-80-0119;Domkyrko 19 (Folkets Park);32,82%;10,83%;19,78%;4,97%;9,50%;4,64%;8,51%
05-80-0120;Domkyrko 20 (Vallastaden N);20,11%;6,90%;27,61%;7,73%;12,90%;3,45%;8,55%
05-80-0121;Domkyrko 21 (Vallastaden S);20,07%;9,58%;33,09%;5,06%;11,21%;2,89%;7,78%
05-80-0122;Domkyrko 22 (Ebbe Park);23,80%;6,62%;24,65%;7,04%;13,45%;3,84%;8,11%
05-80-0200;Uppsamlingsdistrikt;29,15%;13,97%;18,22%;7,83%;9,51%;5,67%;7,22%
05-80-0201;S:t Lars 1 (Innerstaden NO);28,23%;19,22%;18,76%;8,38%;6,65%;6,01%;5,46%
05-80-0202;S:t Lars 2 (Innerstaden Ö);27,17%;15,37%;25,72%;6,90%;4,68%;5,90%;4,45%
05-80-0203;S:t Lars 3 (Hejdegården);24,59%;17,30%;21,86%;5,92%;8,47%;5,37%;8,11%
05-80-0204;S:t Lars 4 (Kungsberget V mfl);25,77%;16,24%;29,41%;5,30%;6,88%;4,56%;5,30%
05-80-0205;S:t Lars 5 (Kungsberget-Tannefors N);26,69%;20,78%;21,33%;7,29%;6,83%;4,62%;5,08%
05-80-0206;S:t Lars 6 (Råberga-Tannefors S);28,53%;18,17%;21,12%;5,89%;8,83%;3,86%;5,69%
05-80-0207;S:t Lars 7 (Innerstaden SO);30,04%;15,18%;24,73%;4,99%;7,05%;4,45%;5,10%
05-80-0208;S:t Lars 8 (Stångån V);33,64%;14,24%;21,81%;5,97%;5,97%;4,71%;6,20%
05-80-0300;Uppsamlingsdistrikt;30,45%;14,58%;22,14%;5,40%;8,32%;3,89%;5,40%
05-80-0301;Landeryd 1 (Hackefors mfl);25,76%;14,53%;28,25%;1,77%;9,39%;4,74%;7,14%
05-80-0302;Landeryd 2 (Ekholmen NO mfl);36,42%;19,28%;16,16%;7,11%;5,94%;5,36%;3,99%
05-80-0303;Landeryd 3 (Kvinneby mfl);31,55%;13,99%;27,90%;2,50%;7,22%;5,17%;3,39%
05-80-0304;Landeryd 4 (Ekholmen NV);39,54%;17,25%;17,16%;4,70%;5,38%;3,67%;5,64%
05-80-0305;Landeryd 5 (Ekholmen SO);37,65%;25,93%;13,73%;5,62%;3,72%;4,48%;3,43%
05-80-0306;Landeryd 6 (Hjulsbro mellersta);24,91%;10,15%;31,95%;2,44%;10,71%;6,39%;4,70%
05-80-0307;Landeryd 7 (Ekholmen SV);35,66%;15,59%;21,51%;4,39%;5,65%;4,39%;6,09%
05-80-0308;Landeryd 8 (Ullstämma);31,06%;13,99%;21,16%;4,02%;7,96%;5,52%;7,53%
05-80-0309;Landeryd 9 (Möjetorp-Holmen);29,03%;13,59%;25,88%;2,61%;9,22%;6,99%;5,45%
05-80-0401;Slaka 1 (Lambohov C);30,97%;14,98%;15,77%;10,70%;5,86%;4,95%;9,46%
05-80-0402;Slaka 2 (Lambohov Ö);31,92%;10,10%;21,48%;6,62%;7,81%;6,62%;8,23%
05-80-0403;Slaka 3 (Slaka-Lilla Mjärdevi);30,63%;13,42%;20,63%;4,95%;9,10%;5,95%;7,93%
05-80-0404;Slaka 4 (Lambohov S);35,60%;15,19%;13,41%;8,97%;6,11%;6,31%;8,19%
05-80-0405;Slaka 5 (Lambohov N);33,48%;12,87%;12,65%;12,10%;9,27%;5,23%;9,05%
05-80-0501;Kärna 1 (Malmslätt SO mfl);31,30%;23,98%;17,07%;3,66%;5,96%;5,83%;6,10%
05-80-0502;Kärna 2 (Malmslätt mellersta);34,55%;16,78%;19,65%;3,64%;5,41%;6,40%;5,30%
05-80-3505;Skäggetorp 5 (Tornby-Skäggetorp N);44,68%;16,28%;8,31%;12,46%;4,15%;4,15%;4,49%
05-80-0504;Kärna 4 (Malmslätt V);39,85%;20,88%;17,62%;4,31%;4,79%;3,93%;3,83%
05-80-0601;Kaga-Ledberg;19,15%;19,29%;30,49%;2,50%;9,87%;7,66%;6,77%
05-80-0801;Vist 1 (Vist-Sturefors S);32,65%;16,50%;20,96%;3,75%;7,67%;5,00%;7,05%
05-80-0802;Vist 2 (Sturefors N);32,76%;16,42%;25,30%;3,30%;6,38%;6,16%;4,16%
05-80-0901;Vårdnäs;27,33%;15,90%;25,05%;3,81%;9,67%;7,40%;5,79%
05-80-1001;Skeda;22,06%;22,44%;18,99%;4,15%;12,07%;7,61%;6,38%
05-80-1101;Nykil-Gammalkil;23,86%;22,97%;20,18%;2,52%;10,91%;8,73%;5,39%
05-80-1201;Ulrika;22,46%;34,06%;17,39%;4,71%;5,43%;8,33%;5,07%
05-80-1401;Sjögestad;23,75%;21,43%;22,01%;4,44%;9,27%;8,49%;4,83%
05-80-1501;Västerlösa-Björkeberg;20,00%;29,02%;22,71%;2,26%;10,38%;8,72%;2,71%
05-80-1701;Rappestad (Rappestad-Vikingstad N);29,15%;25,52%;21,98%;3,14%;5,99%;4,91%;3,73%
05-80-1801;Vikingstad (Vikingstad S);25,52%;22,22%;21,65%;2,29%;8,46%;7,38%;6,52%
05-80-1901;Vreta Kloster 1 Berg-Vreta Kloster S;23,14%;17,20%;28,16%;3,20%;7,00%;6,32%;5,94%
05-80-1902;Vreta Kloster 2 Ljungsbro-Vreta Kl N;31,83%;20,29%;17,92%;3,11%;8,35%;5,48%;6,63%
05-80-1903;Vreta Kloster 3 (Ljungsbro Ö);30,00%;19,09%;20,64%;3,09%;9,73%;6,18%;4,27%
05-80-1904;Vreta Kloster 4 (Ljungsbro S);35,24%;19,60%;18,84%;3,36%;7,91%;5,89%;4,71%
05-80-1905;Vreta Kloster 5 (Ljungsbro V);34,65%;23,49%;17,28%;2,76%;8,09%;4,74%;3,65%
05-80-2001;Flistad-Ljung;27,81%;22,69%;20,18%;2,91%;9,24%;5,62%;5,72%
05-80-2201;Stjärnorp;24,84%;22,20%;19,24%;4,44%;10,03%;6,09%;7,24%
05-80-2401;Östra Harg-Rystad 1 (Ö Harg-Rystad);22,75%;23,62%;26,38%;2,32%;8,12%;7,25%;4,06%
05-80-2402;Rystad 2 (Tallboda V);25,65%;23,56%;27,96%;3,25%;5,65%;5,13%;2,83%
05-80-2403;Rystad 3 (Tallboda Ö);33,55%;18,22%;25,72%;3,13%;5,44%;5,52%;3,05%
05-80-2404;Rystad 4 (Ekängen);20,05%;14,19%;34,61%;1,42%;10,06%;6,48%;4,07%
05-80-2501;Törnevalla-Ö Skrukeby;24,83%;21,97%;22,41%;2,72%;8,16%;9,18%;4,26%
05-80-2701;Lillkyrka-Gistad;25,65%;22,17%;20,22%;4,57%;10,43%;9,57%;2,61%
05-80-2901;Örtomta-Askeby;22,11%;21,79%;20,93%;2,70%;10,90%;11,33%;4,85%
05-80-3101;Bankekind;23,21%;20,54%;23,60%;4,46%;9,31%;8,55%;4,34%
05-80-3201;Vårdsberg;27,86%;18,69%;24,92%;3,55%;8,77%;6,16%;4,29%
05-80-3301;Berga 1 (Ramshäll);30,46%;11,85%;21,48%;7,96%;8,24%;4,35%;6,11%
05-80-3302;Berga 2 (Berga NO);43,81%;14,30%;9,66%;12,63%;4,77%;1,93%;7,35%
05-80-3303;Berga 3 (Berga NV);43,95%;11,16%;9,39%;14,42%;4,63%;2,18%;8,44%
05-80-3304;Berga 4 (Berga SO);32,35%;10,82%;22,06%;4,94%;10,40%;3,15%;7,35%
05-80-3305;Berga 5 (Vidingsjö N);26,14%;9,25%;25,72%;2,02%;10,84%;6,59%;8,82%
05-80-3306;Berga 6 (Berga SV);33,16%;16,95%;17,16%;10,84%;5,47%;3,26%;5,05%
05-80-3307;Berga 7 (Vidingsjö S);42,51%;15,08%;17,69%;2,91%;4,82%;5,03%;5,53%
05-80-3308;Berga 8 (Haninge mfl);37,90%;20,70%;14,57%;6,13%;5,70%;3,83%;7,12%
05-80-3309;Berga 9 (Hagaberg);32,74%;10,32%;18,73%;4,71%;10,19%;8,41%;8,28%
05-80-3310;Berga 10 (Södra Ekkällan N);34,14%;10,88%;21,59%;4,85%;9,29%;5,44%;5,61%
05-80-3311;Berga 11 (Södra Ekkällan S);30,04%;12,50%;25,00%;5,97%;8,58%;4,76%;5,78%
05-80-3401;Johannelund 1 (Vimanshäll);26,90%;13,49%;21,94%;4,55%;10,26%;5,13%;8,69%
05-80-3402;Johannelund 2 (Johannelund NV);35,98%;19,71%;12,30%;7,01%;5,29%;3,70%;7,94%
05-80-3403;Johannelund 3 (Johannelund NO);39,04%;16,38%;18,09%;5,53%;4,89%;4,26%;4,57%
05-80-3404;Johannelund 4 (Ånestad);31,41%;11,16%;20,25%;4,23%;10,17%;4,23%;9,99%
05-80-3405;Johannelund 5 (Johannelund SV);36,45%;16,00%;16,10%;6,38%;6,94%;4,16%;6,85%
05-80-3406;Johannelund 6 (Johannelund SO);29,21%;16,10%;23,43%;6,50%;8,77%;4,85%;5,06%
05-80-3501;Skäggetorp 1 (Skäggetorp C);51,58%;14,33%;6,59%;12,18%;3,72%;3,87%;2,87%
05-80-3502;Skäggetorp 2 (Nygård);43,85%;12,43%;9,84%;14,48%;4,51%;4,78%;4,37%
05-80-3503;Skäggetorp 3 (Skäggetorp SV);38,91%;21,65%;8,63%;14,34%;4,12%;4,12%;2,66%
05-80-3504;Skäggetorp 4 (Skäggetorp V);45,42%;14,51%;6,22%;14,68%;4,15%;4,32%;5,01%
05-80-0503;Kärna 3 (Tokarp);36,23%;15,71%;22,62%;2,83%;6,49%;6,18%;3,46%
05-80-3601;Ryd 1 (Ryd N);27,95%;8,98%;18,97%;9,35%;9,62%;5,44%;9,98%
05-80-3602;Ryd 2 (Ryd SO);28,62%;14,05%;15,68%;13,34%;5,70%;4,89%;8,96%
05-80-3603;Ryd 3 (Ryd SV);31,41%;12,50%;9,62%;18,43%;6,57%;4,97%;8,17%
05-80-3604;Ryd 4 (Ryd NO);37,06%;13,07%;7,41%;18,73%;5,66%;3,23%;8,36%
05-80-3605;Ryd 5 (Ryd mellersta);23,31%;6,18%;21,88%;14,03%;10,34%;3,21%;7,61%
Mjölby;Dummy;31,78%;24,46%;20,18%;3,98%;5,75%;6,06%;2,82%
05-86-0000;Uppsamlingsdistrikt;25,70%;23,39%;23,39%;6,26%;7,74%;5,77%;2,80%
05-86-0101;Dacke-Egebybacken;38,48%;25,27%;16,23%;3,89%;4,47%;4,28%;2,72%
05-86-0102;Västra Lundby;43,42%;25,71%;12,30%;4,80%;2,46%;4,92%;2,09%
05-86-0103;Slomarp-Egeby-Prästgårdsliden;39,15%;24,58%;14,97%;4,76%;4,66%;4,96%;3,07%
05-86-0104;Östra Lundby mfl;31,62%;22,31%;20,33%;4,07%;6,23%;7,05%;2,98%
05-86-0105;Norrgården-Albacken mfl;36,98%;20,49%;19,65%;4,24%;4,78%;5,39%;2,70%
05-86-0106;Vasastaden;33,33%;21,41%;19,59%;4,74%;5,72%;5,11%;3,16%
05-86-0107;Eldlösa;31,33%;18,80%;25,90%;4,26%;7,10%;5,76%;2,01%
05-86-0108;Lagman;29,77%;25,22%;19,56%;7,50%;3,94%;3,81%;4,43%
05-86-0201;Högby;35,35%;23,15%;21,79%;3,89%;4,43%;5,79%;1,72%
05-86-0301;Västra Lund-Trojenborg;33,51%;29,82%;17,19%;5,11%;3,37%;5,11%;2,18%
05-86-0302;Skänninge landsbygd;24,66%;31,20%;20,84%;3,95%;6,29%;7,52%;2,47%
05-86-0303;Skänninge centrum-Hattorp;35,91%;29,52%;17,17%;3,48%;4,60%;4,60%;1,35%
05-86-0701;Normlösa mfl;17,61%;25,37%;26,87%;1,94%;8,81%;9,40%;4,33%
05-86-1001;Väderstad-Appuna-Hogstad-Kumla;25,84%;26,96%;22,76%;2,05%;8,40%;7,56%;2,15%
05-86-1401;Sya-Västra Harg-Östra Tollstad;21,21%;29,53%;19,53%;2,90%;8,50%;9,81%;4,11%
05-86-1701;Viby;27,71%;21,49%;23,68%;3,19%;6,55%;6,21%;3,78%
05-86-1801;Veta;29,74%;24,00%;20,67%;2,87%;5,97%;7,69%;3,44%
05-86-1901;Mantorps centrum mfl;35,95%;21,44%;20,61%;3,05%;5,45%;4,81%;2,68%
Motala;Dummy;34,20%;24,87%;18,71%;4,43%;5,10%;5,50%;2,71%
05-83-0000;Uppsamlingsdistrikt;27,26%;27,48%;19,96%;5,23%;6,22%;5,89%;3,49%
05-83-0101;Bispmotala;42,43%;22,56%;14,11%;5,29%;4,36%;5,48%;1,67%
05-83-0102;Centrum;36,98%;23,67%;17,94%;4,72%;3,20%;5,98%;2,53%
05-83-0103;Hyddmarken;37,14%;27,59%;16,65%;5,91%;2,17%;5,52%;1,67%
05-83-0104;Marieberg -Västra;35,29%;22,81%;21,54%;3,26%;4,80%;5,34%;2,26%
05-83-0105;Östermalm;32,66%;23,39%;21,27%;4,24%;4,15%;4,85%;4,32%
05-83-0106;Bergsätter;42,71%;23,18%;17,67%;3,26%;3,57%;3,88%;1,86%
